Reaction ID	Reaction: Links to Reaxys	Data Count	Number of Reaction Details	Reaction Rank	Record Type	Reactant	Product	Bin	Reaction	
25839325	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D25839325&database=RX&origin=ReaxysOutput&ln=	(11 of 5000)	6	104	full reaction; has preparation	2-Chloro-3-nitropyridine; p-aminoethylbenzoate	ethyl 4-((3-nitropyridin-2-yl)amino)benzoate		ClC1=C(C=CC=N1)N(=O)=O.CCOC(=O)C1=CC=C(N)C=C1>>CCOC(=O)C1=CC=C(NC2=NC=CC=C2N(=O)=O)C=C1	
29605993	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D29605993&database=RX&origin=ReaxysOutput&ln=	(12 of 5000)	16	104	full reaction; has preparation	2-chloro-4-fluoropyridine; tert-butyl carbamate	tert-butyl 4-fluoropyridin-2-ylcarbamate		FC1=CC(Cl)=NC=C1.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)NC1=CC(F)=CC=N1	
28658243	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D28658243&database=RX&origin=ReaxysOutput&ln=	(13 of 5000)	6	103	full reaction; has preparation	8-amino quinoline; 8-bromoquinoline	bis-(8-quinolinyl)amine	285285	NC1=C2N=CC=CC2=CC=C1.BrC1=C2N=CC=CC2=CC=C1>>N(C1=CC=CC2=C1N=CC=C2)C1=CC=CC2=C1N=CC=C2	
29420967	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D29420967&database=RX&origin=ReaxysOutput&ln=	(14 of 5000)	4	103	full reaction; has preparation	2-bromonaphthalene; N-butylamine	2-(but-1-ylamino)naphthalene		BrC1=CC2=CC=CC=C2C=C1.CCCCN>>CCCCNC1=CC2=CC=CC=C2C=C1	
30593234	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593234&database=RX&origin=ReaxysOutput&ln=	(15 of 5000)	4	103	full reaction; has preparation	2-(aminoethyl)pyridine; tert-butyl (6-bromopyridin-2-yl)(methyl)carbamate	C18H24N4O2	279365	NCCC1=NC=CC=C1.CN(C(=O)OC(C)(C)C)C1=NC(Br)=CC=C1>>CN(C(=O)OC(C)(C)C)C1=CC=CC(NCCC2=CC=CC=N2)=N1	
30593420	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593420&database=RX&origin=ReaxysOutput&ln=	(16 of 5000)	4	103	full reaction; has preparation	tert-butyl (6-bromopyridin-2-yl)(methyl)carbamate; tert-butyl 6-(3-aminopropyl)pyridin-2-yl(3-(pyridin-2-yl)propyl)carbamate	C32H44N6O4	279366	CN(C(=O)OC(C)(C)C)C1=NC(Br)=CC=C1.CC(C)(C)OC(=O)N(CCCC1=CC=CC=N1)C1=NC(CCCN)=CC=C1>>CN(C(=O)OC(C)(C)C)C1=NC(NCCCC2=CC=CC(=N2)N(CCCC2=CC=CC=N2)C(=O)OC(C)(C)C)=CC=C1	
30593516	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593516&database=RX&origin=ReaxysOutput&ln=	(17 of 5000)	4	103	full reaction; has preparation	tert-butyl 6-(2-aminoethyl)pyridin-2-yl(methyl)carbamate; tert-butyl 6-bromopyridin-2-yl(2-(pyridin-2-yl)ethyl)carbamate	C30H40N6O4	279365	CN(C(=O)OC(C)(C)C)C1=NC(CCN)=CC=C1.CC(C)(C)OC(=O)N(CCC1=NC=CC=C1)C1=CC=CC(Br)=N1>>CN(C(=O)OC(C)(C)C)C1=CC=CC(CCNC2=NC(=CC=C2)N(CCC2=CC=CC=N2)C(=O)OC(C)(C)C)=N1	
33313490	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D33313490&database=RX&origin=ReaxysOutput&ln=	(18 of 5000)	5	103	full reaction; has preparation	Cyclopropancarbamid; tert-butyl N-tert-butoxycarbonyl-N-(6-chloropyrimidin-4-yl)carbamate	tert-butyl N-tert-butoxycarbonyl-N-(6-(cyclopropanecarboxamido)pyrimidin-4-yl)carbamate	282411	NC(=O)C1CC1.CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C1=CC(Cl)=NC=N1>>CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C1=CC(NC(=O)C2CC2)=NC=N1	
4559275	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D4559275&database=RX&origin=ReaxysOutput&ln=	(19 of 5000)	6	102	full reaction; has preparation	bromobenzene; D-Val-OH	(R)-N-phenylvaline	278802	BrC1=CC=CC=C1.[H][C@@](N)(C(C)C)C(O)=O>>CC(C)[C@@H](NC1=CC=CC=C1)C(O)=O	
4559280	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D4559280&database=RX&origin=ReaxysOutput&ln=	(20 of 5000)	10	102	full reaction; has preparation	bromobenzene; L-phenylalanine	(S)-3-phenyl-2-(phenylamino)propionic acid	278802	BrC1=CC=CC=C1.[H][C@](N)(CC1=CC=CC=C1)C(O)=O>>OC(=O)[C@H](CC1=CC=CC=C1)NC1=CC=CC=C1	
9866880	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9866880&database=RX&origin=ReaxysOutput&ln=	(21 of 5000)	8	102	full reaction; has preparation	4,6-dichloropyrimidine; 3-chloro-aniline	(3-chlorophenyl)(6-chloropyrimidin-4-yl)amine	282390	ClC1=CC(Cl)=NC=N1.NC1=CC=CC(Cl)=C1>>ClC1=CC(NC2=NC=NC(Cl)=C2)=CC=C1	
25752680	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D25752680&database=RX&origin=ReaxysOutput&ln=	(22 of 5000)	13	102	full reaction; has preparation	3-Bromopyridine; aniline	Phenyl-pyridin-3-yl-amine	285423	BrC1=CN=CC=C1.NC1=CC=CC=C1>>N(C1=CC=CC=C1)C1=CC=CN=C1	
30593236	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593236&database=RX&origin=ReaxysOutput&ln=	(23 of 5000)	4	102	full reaction; has preparation	2-(aminoethyl)pyridine; 2-bromo-6-(2-(triisopropylsilyloxy)ethyl)pyridine	N-(2-(pyridin-2-yl)ethyl)-6-(2-(triisopropylsilyloxy)ethyl)pyridin-2-amine	279365	NCCC1=NC=CC=C1.CC(C)[Si](OCCC1=CC=CC(Br)=N1)(C(C)C)C(C)C>>CC(C)[Si](OCCC1=NC(NCCC2=CC=CC=N2)=CC=C1)(C(C)C)C(C)C	
30593367	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593367&database=RX&origin=ReaxysOutput&ln=	(24 of 5000)	4	102	full reaction; has preparation	2-bromo-6-(3-(triisopropylsilyloxy)propyl)pyridine; 3-(pyridin-2-yl)propan-1-amine	C25H41N3OSi	279366	CC(C)[Si](OCCCC1=NC(Br)=CC=C1)(C(C)C)C(C)C.NCCCC1=CC=CC=N1>>CC(C)[Si](OCCCC1=CC=CC(NCCCC2=CC=CC=N2)=N1)(C(C)C)C(C)C	
30593415	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593415&database=RX&origin=ReaxysOutput&ln=	(25 of 5000)	4	102	full reaction; has preparation	tert-butyl (6-bromopyridin-2-yl)(methyl)carbamate; tert-butyl 6-(2-aminoethyl)pyridin-2-yl(methyl)carbamate	C24H35N5O4	279365	CN(C(=O)OC(C)(C)C)C1=NC(Br)=CC=C1.CN(C(=O)OC(C)(C)C)C1=NC(CCN)=CC=C1>>CN(C(=O)OC(C)(C)C)C1=CC=CC(NCCC2=CC=CC(=N2)N(C)C(=O)OC(C)(C)C)=N1	
30593623	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30593623&database=RX&origin=ReaxysOutput&ln=	(26 of 5000)	4	102	full reaction; has preparation	tert-butyl 6-(2-aminoethyl)pyridin-2-yl(methyl)carbamate; 2-bromo-6-(2-(triisopropylsilyloxy)ethyl)pyridine	tert-butyl methyl(6-(2-(6-(2-(triisopropylsilyloxy)ethyl)pyridin-2-ylamino)-ethyl)pyridin-2-yl)carbamate	279365	CN(C(=O)OC(C)(C)C)C1=NC(CCN)=CC=C1.CC(C)[Si](OCCC1=CC=CC(Br)=N1)(C(C)C)C(C)C>>CC(C)[Si](OCCC1=NC(NCCC2=NC(=CC=C2)N(C)C(=O)OC(C)(C)C)=CC=C1)(C(C)C)C(C)C	
161914	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D161914&database=RX&origin=ReaxysOutput&ln=	(27 of 5000)	5	101	full reaction; has preparation	4,6-dichloro-5-nitropyrimidine; methylamine	6-chloro-N-methyl-5-nitropyrimidin-4-amine		ClC1=NC=NC(Cl)=C1N(=O)=O.CN>>CNC1=NC=NC(Cl)=C1N(=O)=O	
1530943	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D1530943&database=RX&origin=ReaxysOutput&ln=	(28 of 5000)	22	101	full reaction; has preparation	2-bromo-pyridine; p-toluidine	N-(2-pyridyl)-p-toluidine		BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>>CC1=CC=C(NC2=NC=CC=C2)C=C1	
9119286	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9119286&database=RX&origin=ReaxysOutput&ln=	(29 of 5000)	3	101	full reaction; has preparation	2-thiazolylamine; 2-chloropyridine	N-(thiazol-2-yl)pyridin-2-amine	282412	NC1=NC=CS1.ClC1=CC=CC=N1>>N(C1=NC=CS1)C1=NC=CC=C1	
9763246	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9763246&database=RX&origin=ReaxysOutput&ln=	(30 of 5000)	4	101	full reaction; has preparation	2-bromo-pyridine; n-Nonylamin	2-(nonylamino)pyridine		BrC1=NC=CC=C1.CCCCCCCCCN>>CCCCCCCCCNC1=NC=CC=C1	
28670341	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D28670341&database=RX&origin=ReaxysOutput&ln=	(31 of 5000)	3	101	full reaction; has preparation	pyridin-3-ylamine; 2-bromo-pyridine	N-(pyridin-3-yl)pyridin-2-amine		NC1=CC=CN=C1.BrC1=NC=CC=C1>>N(C1=CC=CN=C1)C1=NC=CC=C1	
28678976	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D28678976&database=RX&origin=ReaxysOutput&ln=	(32 of 5000)	3	101	full reaction; has preparation	2-aminopyrimidine; 6-chloroquinoline	N-(pyrimidin-2-yl)quinolin-6-amine	278768	NC1=NC=CC=N1.ClC1=CC=C2N=CC=CC2=C1>>N(C1=CC=C2N=CC=CC2=C1)C1=NC=CC=N1	
30944696	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D30944696&database=RX&origin=ReaxysOutput&ln=	(33 of 5000)	4	101	full reaction; has preparation	2,6-dichloropyridine; 4-methoxy-aniline	6-chloro-N-(4-methoxyphenyl)pyridin-2-amine	282409	ClC1=CC=CC(Cl)=N1.COC1=CC=C(N)C=C1>>COC1=CC=C(NC2=NC(Cl)=CC=C2)C=C1	
31790714	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31790714&database=RX&origin=ReaxysOutput&ln=	(34 of 5000)	3	101	full reaction; has preparation	6-bromo-1-(triisopropylsilyl)-1H-pyrrolo[2,3-b]pyridine; 3,4-difluoroaniline	N-(3,4-difluorophenyl)-1-(triisopropylsilyl)-1H-pyrrolo[2,3-b]pyridin-6-amine	282409	CC(C)[Si](C(C)C)(C(C)C)N1C=CC2=C1N=C(Br)C=C2.NC1=CC(F)=C(F)C=C1>>CC(C)[Si](C(C)C)(C(C)C)N1C=CC2=CC=C(NC3=CC=C(F)C(F)=C3)N=C12	
33050177	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D33050177&database=RX&origin=ReaxysOutput&ln=	(35 of 5000)	9	101	full reaction; has preparation	2 chloro-3-methylpyridine; benzylamine	benzyl-(3-methyl-2-pyridinyl)amine	279310	CC1=CC=CN=C1Cl.NCC1=CC=CC=C1>>CC1=CC=CN=C1NCC1=CC=CC=C1	
36677810	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D36677810&database=RX&origin=ReaxysOutput&ln=	(36 of 5000)	4	101	full reaction; has preparation	2,6-dibromoquinoline; 6-bromoquinolin-2-amine	bis(6-bromoquinolin-2-yl)amine	282419	BrC1=CC=C2N=C(Br)C=CC2=C1.NC1=NC2=CC=C(Br)C=C2C=C1>>BrC1=CC=C2N=C(NC3=NC4=CC=C(Br)C=C4C=C3)C=CC2=C1	
31751	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D31751&database=RX&origin=ReaxysOutput&ln=	(37 of 5000)	15	100	full reaction; has preparation	2-aminopyridine; 2-bromo-pyridine	2,2'-bipyridylamine	282419	NC1=NC=CC=C1.BrC1=NC=CC=C1>>N(C1=NC=CC=C1)C1=NC=CC=C1	
32608	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32608&database=RX&origin=ReaxysOutput&ln=	(38 of 5000)	11	100	full reaction; has preparation	2-bromo-pyridine; cyclohexylamine	N-cyclohexylpyridin-2-amine		BrC1=NC=CC=C1.NC1CCCCC1>>C1CCC(CC1)NC1=NC=CC=C1	
32611	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D32611&database=RX&origin=ReaxysOutput&ln=	(39 of 5000)	19	100	full reaction; has preparation	2-bromo-pyridine; 4-methoxy-aniline	N-(4-methoxyphenyl)pyridin-2-amine		BrC1=NC=CC=C1.COC1=CC=C(N)C=C1>>COC1=CC=C(NC2=NC=CC=C2)C=C1	
40032	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D40032&database=RX&origin=ReaxysOutput&ln=	(40 of 5000)	27	100	full reaction; has preparation	2-chloropyrimidine; aniline	phenyl-pyrimidin-2-yl-amine	279275	ClC1=NC=CC=N1.NC1=CC=CC=C1>>N(C1=CC=CC=C1)C1=NC=CC=N1	
1818770	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D1818770&database=RX&origin=ReaxysOutput&ln=	(41 of 5000)	6	100	full reaction; has preparation	3-bromo-2-nitro-1-benzothiophene; aniline	N-(2-nitrobenzo[b]thiophene-3-yl)aniline	285404	BrC1=C(SC2=CC=CC=C12)N(=O)=O.NC1=CC=CC=C1>>O=N(=O)C1=C(NC2=CC=CC=C2)C2=CC=CC=C2S1	
4507900	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D4507900&database=RX&origin=ReaxysOutput&ln=	(42 of 5000)	7	100	full reaction; has preparation	2-chloropyridine; cyclohexylamine	N-cyclohexylpyridin-2-amine		ClC1=CC=CC=N1.NC1CCCCC1>>C1CCC(CC1)NC1=NC=CC=C1	
4865998	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D4865998&database=RX&origin=ReaxysOutput&ln=	(43 of 5000)	6	100	full reaction; has preparation	hexan-1-amine; 2-chloro-1,4-dimethyl-benzene	(2,5-dimethylphenyl)hexylamine	278768	CCCCCCN.CC1=CC=C(C)C(Cl)=C1>>CCCCCCNC1=C(C)C=CC(C)=C1	
4932785	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D4932785&database=RX&origin=ReaxysOutput&ln=	(44 of 5000)	6	100	full reaction; has preparation	2-methylphenyl bromide; benzophenone hydrazone	N-(2-methylphenyl)benzophenone hydrazone	285256	CC1=CC=CC=C1Br.NN=C(C1=CC=CC=C1)C1=CC=CC=C1>>CC1=C(NN=C(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1	
4932878	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D4932878&database=RX&origin=ReaxysOutput&ln=	(45 of 5000)	5	100	full reaction; has preparation	1-Bromonaphthalene; benzophenone hydrazone	N-(1-naphthyl) benzophenone hydrazone	128695	BrC1=CC=CC2=CC=CC=C12.NN=C(C1=CC=CC=C1)C1=CC=CC=C1>>[H]N(N=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC2=C1C=CC=C2	
5339077	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D5339077&database=RX&origin=ReaxysOutput&ln=	(46 of 5000)	7	100	full reaction; has preparation	2-chloro-1,4-dimethyl-benzene; benzylamine	benzyl-(2,5-dimethylphenyl)amine	278767	CC1=CC=C(C)C(Cl)=C1.NCC1=CC=CC=C1>>CC1=CC(NCC2=CC=CC=C2)=C(C)C=C1	
5339078	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D5339078&database=RX&origin=ReaxysOutput&ln=	(47 of 5000)	7	100	full reaction; has preparation	2,6-dimethyl-1-chlorobenzene; benzylamine	N-(2,6-dimethylphenyl)benzylamine	278768	CC1=CC=CC(C)=C1Cl.NCC1=CC=CC=C1>>CC1=CC=CC(C)=C1NCC1=CC=CC=C1	
5339080	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D5339080&database=RX&origin=ReaxysOutput&ln=	(48 of 5000)	6	100	full reaction; has preparation	2-Chloroanisole; benzylamine	N-benzyl-2-methoxyaniline	278771	COC1=C(Cl)C=CC=C1.NCC1=CC=CC=C1>>COC1=CC=CC=C1NCC1=CC=CC=C1	
8616253	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D8616253&database=RX&origin=ReaxysOutput&ln=	(49 of 5000)	12	100	full reaction; has preparation	hexan-1-amine; 4-chlorotoluene	N-(4-methylphenyl)hexylamine		CCCCCCN.CC1=CC=C(Cl)C=C1>>CCCCCCNC1=CC=C(C)C=C1	
9186043	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9186043&database=RX&origin=ReaxysOutput&ln=	(50 of 5000)	6	100	full reaction; has preparation	hexan-1-amine; 2-Chlorotoluene	N-hexyl-2-methylaniline	278771	CCCCCCN.CC1=CC=CC=C1Cl>>CCCCCCNC1=C(C)C=CC=C1	
9186045	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9186045&database=RX&origin=ReaxysOutput&ln=	(51 of 5000)	7	100	full reaction; has preparation	hexan-1-amine; 1-chloro-3-methoxy-benzene	N-n-hexyl-3-methoxyaniline	278806	CCCCCCN.COC1=CC=CC(Cl)=C1>>CCCCCCNC1=CC(OC)=CC=C1	
9186046	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9186046&database=RX&origin=ReaxysOutput&ln=	(52 of 5000)	5	100	full reaction; has preparation	hexan-1-amine; 2-Chloroanisole	N-hexyl-2-methoxyaniline	278789	CCCCCCN.COC1=C(Cl)C=CC=C1>>CCCCCCNC1=C(OC)C=CC=C1	
9209645	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9209645&database=RX&origin=ReaxysOutput&ln=	(53 of 5000)	12	100	full reaction; has preparation	4-chloromethoxybenzene; benzylamine	N-benzyl-p-anisidine	278770	COC1=CC=C(Cl)C=C1.NCC1=CC=CC=C1>>COC1=CC=C(NCC2=CC=CC=C2)C=C1	
9378646	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9378646&database=RX&origin=ReaxysOutput&ln=	(54 of 5000)	11	100	full reaction; has preparation	3-Chloropyridine; p-toluidine	N-(4-methylphenyl)pyridin-3-amine	285423	ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>>CC1=CC=C(NC2=CN=CC=C2)C=C1	
9378770	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9378770&database=RX&origin=ReaxysOutput&ln=	(55 of 5000)	5	100	full reaction; has preparation	2-chloropyridine; p-toluidine	N-(2-pyridyl)-p-toluidine	282409	ClC1=CC=CC=N1.CC1=CC=C(N)C=C1>>CC1=CC=C(NC2=NC=CC=C2)C=C1	
9763244	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9763244&database=RX&origin=ReaxysOutput&ln=	(56 of 5000)	6	100	full reaction; has preparation	2-bromo-pyridine; n-Octylamine	N-octylpyridin-2-amine		BrC1=NC=CC=C1.CCCCCCCCN>>CCCCCCCCNC1=CC=CC=N1	
9933733	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D9933733&database=RX&origin=ReaxysOutput&ln=	(57 of 5000)	9	100	full reaction; has preparation	3-Bromopyridine; benzylamine	N-(3-pyridine)benzylamine	279414	BrC1=CN=CC=C1.NCC1=CC=CC=C1>>C(NC1=CC=CN=C1)C1=CC=CC=C1	
10102486	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D10102486&database=RX&origin=ReaxysOutput&ln=	(58 of 5000)	7	100	full reaction; has preparation	3-Chloropyridine; n-Octylamine	N-(1-octyl)-3-aminopyridine		ClC1=CN=CC=C1.CCCCCCCCN>>CCCCCCCCNC1=CN=CC=C1	
10102644	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D10102644&database=RX&origin=ReaxysOutput&ln=	(59 of 5000)	6	100	full reaction; has preparation	2-chloropyridine; benzamide	N-(pyrid-2-yl)benzamide	282412	ClC1=CC=CC=N1.NC(=O)C1=CC=CC=C1>>O=C(NC1=NC=CC=C1)C1=CC=CC=C1	
10112744	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D10112744&database=RX&origin=ReaxysOutput&ln=	(60 of 5000)	8	100	full reaction; has preparation	n-Octylamine; 4-chloromethoxybenzene	4-n-octylamino-1-methoxybenzene	278809	CCCCCCCCN.COC1=CC=C(Cl)C=C1>>CCCCCCCCNC1=CC=C(OC)C=C1	
10112746	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D10112746&database=RX&origin=ReaxysOutput&ln=	(61 of 5000)	10	100	full reaction; has preparation	n-Octylamine; 2-methylchlorobenzene	N-(2-methylphenyl)octylamine		CCCCCCCCN.CC1=CC=CC=C1Cl>>CCCCCCCCNC1=CC=CC=C1C	
10112747	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D10112747&database=RX&origin=ReaxysOutput&ln=	(62 of 5000)	12	100	full reaction; has preparation	n-Octylamine; 2,6-dimethyl-1-chlorobenzene	(2,6-dimethylphenyl)-n-octylamine		CCCCCCCCN.CC1=CC=CC(C)=C1Cl>>CCCCCCCCNC1=C(C)C=CC=C1C	
10147610	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID%3D10147610&database=RX&origin=ReaxysOutput&ln=	(63 of 5000)	5	100	full reaction; has preparation	1-chloro-3-methoxy-benzene; benzylamine	N-benzyl-(3-methoxyaniline)	278799	COC1=CC=CC(Cl)=C1.NCC1=CC=CC=C1>>COC1=CC(NCC2=CC=CC=C2)=CC=C1	
